name	x	y	z	type	material
Fp1	0.930931044045677	0.302477832045104	0.204632725518963	FLAT	Ag/AgCl
AF7	0.791897245137464	0.575347026402654	0.204632725518963	FLAT	Ag/AgCl
AF3	0.80674914239954	0.376193303310883	0.455669199948441	FLAT	Ag/AgCl
F1	0.626372470573226	0.253070905252743	0.737300918907978	FLAT	Ag/AgCl
F3	0.603904626408805	0.489032324038446	0.62940177013383	FLAT	Ag/AgCl
F5	0.588431842980016	0.676913401967044	0.442194767500187	FLAT	Ag/AgCl
F7	0.575347026402654	0.791897245137464	0.204632725518963	FLAT	Ag/AgCl
FT7	0.302477832045104	0.930931044045677	0.204632725518963	FLAT	Ag/AgCl
FC5	0.314040228100169	0.818102764097697	0.481753674101715	FLAT	Ag/AgCl
FC3	0.317158308136706	0.59648802381717	0.737300918907978	FLAT	Ag/AgCl
FC1	0.323195090510218	0.323195090510218	0.889432328477093	FLAT	Ag/AgCl
C1	2.04881234212993e-17	0.334596447491048	0.942361510953398	FLAT	Ag/AgCl
C3	3.86144378877907e-17	0.630621627634605	0.776090434652742	FLAT	Ag/AgCl
C5	5.22893966438097e-17	0.853950652224228	0.520353998318276	FLAT	Ag/AgCl
T7	5.99365917684135e-17	0.97883882618472	0.204632725518963	FLAT	Ag/AgCl
TP7	-0.302477832045104	0.930931044045677	0.204632725518963	FLAT	Ag/AgCl
CP5	-0.314040228100169	0.818102764097697	0.481753674101715	FLAT	Ag/AgCl
CP3	-0.317158308136706	0.59648802381717	0.737300918907978	FLAT	Ag/AgCl
CP1	-0.323195090510218	0.323195090510218	0.889432328477093	FLAT	Ag/AgCl
P1	-0.626372470573226	0.253070905252743	0.737300918907978	FLAT	Ag/AgCl
P3	-0.603904626408805	0.489032324038446	0.62940177013383	FLAT	Ag/AgCl
P5	-0.588431842980016	0.676913401967044	0.442194767500187	FLAT	Ag/AgCl
P7	-0.575347026402654	0.791897245137464	0.204632725518963	FLAT	Ag/AgCl
P9	-0.628727159680485	0.749287851310772	-0.208014121054788	FLAT	Ag/AgCl
PO7	-0.791897245137464	0.575347026402654	0.204632725518963	FLAT	Ag/AgCl
PO3	-0.80674914239954	0.376193303310883	0.455669199948441	FLAT	Ag/AgCl
O1	-0.930931044045677	0.302477832045104	0.204632725518963	FLAT	Ag/AgCl
Iz	-0.978125822909202	-1.19785865818913e-16	-0.208014121054788	FLAT	Ag/AgCl
Oz	-0.97883882618472	-1.19873183536827e-16	0.204632725518963	FLAT	Ag/AgCl
POz	-0.853950652224228	-1.04578793287619e-16	0.520353998318276	FLAT	Ag/AgCl
Pz	-0.630621627634605	-7.72288757755813e-17	0.776090434652742	FLAT	Ag/AgCl
CPz	-0.334596447491048	-4.09762468425987e-17	0.942361510953398	FLAT	Ag/AgCl
Fpz	0.97883882618472	-0	0.204632725518963	FLAT	Ag/AgCl
Fp2	0.930931044045677	-0.302477832045104	0.204632725518963	FLAT	Ag/AgCl
AF8	0.791897245137464	-0.575347026402654	0.204632725518963	FLAT	Ag/AgCl
AF4	0.80674914239954	-0.376193303310883	0.455669199948441	FLAT	Ag/AgCl
Afz	0.853950652224228	-0	0.520353998318276	FLAT	Ag/AgCl
Fz	0.630621627634605	-0	0.776090434652742	FLAT	Ag/AgCl
F2	0.626372470573226	-0.253070905252743	0.737300918907978	FLAT	Ag/AgCl
F4	0.603904626408805	-0.489032324038446	0.62940177013383	FLAT	Ag/AgCl
F6	0.588431842980016	-0.676913401967044	0.442194767500187	FLAT	Ag/AgCl
F8	0.575347026402654	-0.791897245137464	0.204632725518963	FLAT	Ag/AgCl
FT8	0.302477832045104	-0.930931044045677	0.204632725518963	FLAT	Ag/AgCl
FC6	0.314040228100169	-0.818102764097697	0.481753674101715	FLAT	Ag/AgCl
FC4	0.317158308136706	-0.59648802381717	0.737300918907978	FLAT	Ag/AgCl
FC2	0.323195090510218	-0.323195090510218	0.889432328477093	FLAT	Ag/AgCl
FCz	0.334596447491048	-0	0.942361510953398	FLAT	Ag/AgCl
Cz	3.74939945665464e-33	-6.12323399573677e-17	1	FLAT	Ag/AgCl
C2	2.04881234212993e-17	-0.334596447491048	0.942361510953398	FLAT	Ag/AgCl
C4	3.86144378877907e-17	-0.630621627634605	0.776090434652742	FLAT	Ag/AgCl
C6	5.22893966438097e-17	-0.853950652224228	0.520353998318276	FLAT	Ag/AgCl
T8	5.99365917684135e-17	-0.97883882618472	0.204632725518963	FLAT	Ag/AgCl
TP8	-0.302477832045104	-0.930931044045677	0.204632725518963	FLAT	Ag/AgCl
CP6	-0.314040228100169	-0.818102764097697	0.481753674101715	FLAT	Ag/AgCl
CP4	-0.317158308136706	-0.59648802381717	0.737300918907978	FLAT	Ag/AgCl
CP2	-0.323195090510218	-0.323195090510218	0.889432328477093	FLAT	Ag/AgCl
P2	-0.626372470573226	-0.253070905252744	0.737300918907978	FLAT	Ag/AgCl
P4	-0.603904626408805	-0.489032324038446	0.62940177013383	FLAT	Ag/AgCl
P6	-0.588431842980016	-0.676913401967044	0.442194767500187	FLAT	Ag/AgCl
P8	-0.575347026402654	-0.791897245137464	0.204632725518963	FLAT	Ag/AgCl
P10	-0.628727159680485	-0.749287851310772	-0.208014121054788	FLAT	Ag/AgCl
PO8	-0.791897245137464	-0.575347026402654	0.204632725518963	FLAT	Ag/AgCl
PO4	-0.80674914239954	-0.376193303310883	0.455669199948441	FLAT	Ag/AgCl
O2	-0.930931044045677	-0.302477832045104	0.204632725518963	FLAT	Ag/AgCl
